        time     emission          CO2         cveg        csoil        fgco2         fgpp         fnpp           ra          frh     fvegsoil         fluc          tas     tas_land        cprod     fcvegout    fcsoilout
      1998.0     9.993441   365.527713   494.091381  1854.276196     2.196630   104.561302    49.019672    55.541629    42.576028    43.987667     0.509817   287.039574   281.642834     6.991892     3.367976          0.0
      1999.0     9.269863   367.548355   495.561375  1855.950286     2.074724   105.734497    49.069913    56.664585    43.167364    44.841454     0.499794   287.217441   281.990124     6.760813     2.758465          0.0
      2000.0     8.359327   369.104996   497.559385  1857.860750     2.270238   107.026250    49.237138    57.789112    43.256262    45.166726     0.501743   287.135814   281.767169     6.667063     2.072402          0.0
      2001.0     7.069755   370.921699   497.044321  1859.674189     2.103099   101.907324    47.165488    54.741836    42.987540    44.800979     0.812246   287.294896   282.175941     7.250763     2.879573          0.0
      2002.0     9.434039   372.721555   500.623954  1860.433470     1.828585   108.165667    49.838627    58.327040    42.510841    43.270122     0.465630   287.063587   281.629098     7.046343     2.988871          0.0
      2003.0     9.170547   374.790062   503.620609  1861.349509     2.203817   110.413022    49.872240    60.540782    43.791314    44.707353     0.608264   287.384178   282.158452     7.244799     2.168233          0.0
      2004.0     8.268734   376.704312   503.148790  1863.365687     2.145718   106.664535    48.570907    58.093628    43.211063    45.227242     1.030461   287.469116   282.245610     8.293737     3.815484          0.0
      2005.0     9.180743   378.742774   506.165460  1864.548501     2.277477   110.460291    50.307505    60.152786    44.052489    45.235302     0.859380   287.414755   282.216534     8.514720     2.055533          0.0
      2006.0     9.040792   380.819108   508.030669  1865.812517     1.949898   110.452320    50.227499    60.224820    43.952389    45.216406     0.616127   287.341388   282.078934     8.323676     3.145885          0.0
      2007.0     9.601340   382.490312   511.885604  1866.456114     2.135715   116.445735    53.226230    63.219505    45.511774    46.155371     0.709898   287.442252   282.240742     8.422912     3.215924          0.0
      2008.0     8.019773   384.513200   513.082095  1868.145342     2.049068   112.423490    50.224924    62.198566    44.963249    46.652478     0.738875   287.563896   282.277389     8.485008     2.375955          0.0
      2009.0     7.865451   386.071123   514.931262  1869.402939     1.661807   113.810800    51.381716    62.429084    44.747825    46.005422     0.704450   287.444194   282.213426     8.486713     3.527127          0.0
      2010.0     7.378439   388.129097   515.076886  1871.831823     2.113061   108.281420    48.467093    59.814327    42.805219    45.234103     1.776663   287.441920   282.143033     9.949637     3.087366          0.0
      2011.0     7.552553   390.283157   516.224375  1872.652257     2.050694   108.520515    48.672289    59.848226    43.958291    44.778725     0.889942   287.613380   282.558612    10.532228     2.746075          0.0
      2012.0    10.359806   392.515620   517.462057  1873.393720     2.232730   113.122678    51.588699    61.533979    44.628453    45.369915     1.014517   287.550540   282.361015    10.512411     4.981103          0.0
      2013.0     9.537696   394.537140   520.670495  1875.039081     2.310750   113.920749    51.374813    62.545936    44.030118    45.675479     1.061328   287.494291   282.148232    10.546523     2.490895          0.0
      2014.0     7.144173   396.476397   520.436750  1876.685015     2.301495   110.993230    49.468916    61.524314    44.447299    46.093233     1.303255   287.656749   282.396325    10.868293     3.609428          0.0
      2015.0    10.449911   398.900879   522.423397  1877.844960     2.269469   113.899615    51.160014    62.739601    44.211840    45.371785     0.813962   287.631359   282.400486    10.438088     3.801582          0.0
      2016.0     9.467275   401.790937   522.781556  1879.646152     2.420748   109.208262    48.573780    60.634482    44.265702    46.066895     0.729538   287.733812   282.592500    10.163343     2.148726          0.0
      2017.0    10.766987   404.517991   524.164057  1879.739343     2.467789   112.947320    50.826596    62.120723    44.971895    45.065086     0.773102   287.917472   282.986868    10.001075     4.379010          0.0
      2018.0    11.733393   407.315416   526.290872  1880.982276     2.297422   115.870596    52.568694    63.301902    45.439666    46.682599     0.784741   287.694265   282.454269     9.824349     3.759279          0.0
      2019.0    11.513631   410.053376   527.350291  1883.558041     2.692039   112.530396    50.830517    61.699879    43.962000    46.537764     0.788330   287.628386   282.478517     9.400943     3.233334          0.0
      2020.0    12.770573   412.890028   528.828057  1885.396345     2.929105   117.437090    53.449971    63.987119    45.741219    47.579524     0.744189   287.724476   282.499612     9.295369     4.392682          0.0
      2021.0    12.468400   415.841118   530.656786  1887.176723     3.143601   117.887748    52.974812    64.912935    46.233502    48.013880     0.716558   287.990096   282.914392     9.460421     3.132203          0.0
      2022.0    11.137524   419.298734   530.662494  1888.687775     3.028315   112.503079    49.205522    63.297558    45.183163    46.694215     0.734596   287.936126   282.974717     9.724171     2.505599          0.0
      2023.0    16.951835   422.778261   533.413456  1889.790739     2.937354   121.707164    55.152336    66.554828    45.062935    46.165899     0.736656   287.583718   282.357097     9.961393     6.235475          0.0
      2024.0    12.104034   426.007304   534.936379  1892.644857     3.102035   118.950487    52.513185    66.437303    46.681662    49.535780     0.727943   287.897167   282.787215    10.311921     1.454482          0.0
      2025.0    11.863799   429.426314   534.747157  1894.522635     3.160551   113.902634    50.259640    63.642995    45.108964    46.986742     0.759814   288.162215   283.228147    10.670399     3.462120          0.0
      2026.0    15.531398   433.160567   537.134286  1894.788428     3.263536   121.902781    55.043109    66.859673    47.001376    47.267169     0.797030   288.205471   283.483663    10.908223     5.388811          0.0
      2027.0    12.253954   436.978818   536.440088  1897.651000     3.197280   113.673462    50.394584    63.278878    45.860586    48.723158     0.814496   288.235869   283.235263    11.005733     2.365624          0.0
      2028.0    15.531217   441.017579   537.785032  1899.031963     3.226491   119.467877    54.254534    65.213343    46.849006    48.229969     0.811076   288.063865   283.052117    10.957965     4.679621          0.0
      2029.0    15.676884   444.735682   540.103419  1900.668154     3.454605   120.745110    54.385745    66.359364    46.317153    47.953343     0.795565   287.909095   282.789852    10.823282     4.114015          0.0
      2030.0    14.711607   448.708639   541.829667  1901.951939     3.461861   122.547595    53.864244    68.683350    47.979030    49.262815     0.783678   288.392054   283.690986    10.668062     2.875181          0.0
      2031.0    15.983823   452.690718   544.120067  1902.455732     3.435903   126.073504    56.546323    69.527181    49.158206    49.661999     0.560188   288.340195   283.547948    10.239485     4.593924          0.0
      2032.0    16.976913   456.893764   547.617325  1904.399345     3.479492   125.707861    55.366566    70.341295    47.327394    49.271007     0.559750   288.168846   283.210278     9.819013     2.598301          0.0
