        time     emission          CO2         cveg        csoil        fgco2         fgpp         fnpp           ra          frh     fvegsoil         fluc          tas     tas_land        cprod     fcvegout    fcsoilout
      1865.0     0.747866   286.434816   504.167389  1707.092145    -0.595583    87.784921    40.747455    47.037466    36.672496    36.498735     0.217270   286.648068   281.284355     3.649630     3.455035          0.0
      1866.0    -1.251029   286.598331   503.957151  1707.402023    -0.599539    86.216130    39.057063    47.159067    37.084827    37.394705     0.213704   286.894879   281.584089     3.526656     1.872597          0.0
      1867.0    -1.170499   286.769031   503.206873  1707.080873    -0.850665    85.704871    39.214845    46.490026    37.221697    36.900547     0.209233   286.966184   281.708242     3.427220     3.064576          0.0
      1868.0    -0.100210   286.930030   503.331903  1707.288543    -0.553979    86.739299    39.855939    46.883360    36.819443    37.027112     0.205037   286.837458   281.445875     3.352412     2.703797          0.0
      1869.0    -1.079872   287.074762   502.952801  1707.434027    -0.698149    86.168620    39.756603    46.412017    37.369523    37.515007     0.199465   286.963784   281.686784     3.301920     2.620698          0.0
      1870.0     0.210891   287.219282   503.368788  1707.140470    -0.733596    87.184563    40.163370    47.021193    36.752327    36.458770     0.196103   286.915027   281.504819     3.309528     3.288613          0.0
      1871.0    -1.386484   287.367309   502.496771  1707.271955    -0.621316    85.730993    39.102610    46.628384    37.042248    37.173733     0.415457   287.028352   281.836426     4.092388     2.800893          0.0
      1872.0     0.933010   287.525782   502.427328  1707.031614    -0.431064    89.276151    41.448166    47.827985    37.393824    37.153484     0.431620   286.898992   281.541519     4.792367     4.364125          0.0
      1873.0    -0.877255   287.697815   501.763863  1707.510027    -0.439653    86.956027    39.564253    47.391774    37.327994    37.806406     0.447539   286.959628   281.639093     5.411525     2.421312          0.0
      1874.0     0.898470   287.880015   502.114072  1707.663847    -0.528336    89.984695    41.602459    48.382236    37.337541    37.491361     0.465132   286.793435   281.472127     5.958426     3.760888          0.0
      1875.0    -0.598924   288.082367   501.221747  1708.708594    -0.563083    86.285712    39.305317    46.980395    36.445882    37.490630     0.479200   286.814898   281.552831     6.416024     2.707013          0.0
      1876.0    -0.761389   288.287766   500.225990  1708.901871    -0.741343    86.962717    39.878804    47.083913    37.105866    37.299143     0.493943   286.847921   281.416175     6.788810     3.575418          0.0
      1877.0     0.185736   288.498160   499.598060  1709.093206    -0.565759    88.487366    41.043534    47.443832    37.694969    37.886305     0.510350   286.967549   281.685478     7.099942     3.785160          0.0
      1878.0    -0.014914   288.723849   499.971175  1708.942767    -0.710270    89.445574    40.996467    48.449107    37.626770    37.476332     0.526222   286.986226   281.713724     7.337177     3.147021          0.0
      1879.0     0.770960   288.939848   500.121891  1709.566480    -0.646636    90.013365    41.729424    48.283941    37.348515    37.972228     0.541796   286.724749   281.280039     7.504177     3.606480          0.0
      1880.0    -0.670874   289.169573   499.473821  1710.479450    -0.615919    87.950499    40.194119    47.756379    37.273888    38.186857     0.560861   286.772444   281.382732     7.560991     2.655332          0.0
